job title,languages,age,location,salary,salary_category,genders
Computer Support,R,30,Siquijor,21915,Junior,Male
Network Engineering,PHP,38,Davao de Oro,37386,Junior,Female
IT Sales Executive,R,31,Isabela,47660,Mid Level,Male
Network Engineering,Ruby,37,Siquijor,37287,Junior,Female
Helpdesk Manager,Java,54,Catanduanes,70612,Senior,Male
Software Development,Java,32,Ifugao,59927,Mid Level,Male
Computer Support,PHP,30,Kalinga,27307,Junior,Male
IT Sales Executive,C++,32,Lanao del Norte,31381,Junior,Male
Computer Support,Java,30,Lanao del Norte,24399,Junior,Male
Database Administration,SQL,50,Southern Leyte,40497,Mid Level,Male
Computer Support,Python,30,Zamboanga del Norte,27230,Junior,Nonbinary
Computer Support,C++,30,Benguet,28544,Junior,Male
Technology Sales,JavaScript,30,Dinagat Islands,43401,Mid Level,Male
Web Development,C++,30,Quezon,50517,Mid Level,Female
Information Security,C++,64,Biliran,121706,Executive,Male
Network Engineering,Ruby,39,Cebu,50910,Mid Level,Female
Computer Support,JavaScript,30,Davao del Norte,36521,Junior,Female
Computer Support,Python,30,Davao Oriental,21286,Junior,Male
Database Administration,C++,56,Ilocos Sur,75962,Senior,Female
Web Development,Swift,30,Agusan del Sur,36046,Junior,Male
Software Development,SQL,26,Biliran,79402,Senior,Male
Network Engineering,JavaScript,40,Sorsogon,53304,Mid Level,Male
Cloud Engineering,Java,37,Basilan,51835,Mid Level,Male
Software Development,Java,30,Camarines Sur,70448,Senior,Female
Technology Sales,JavaScript,30,Bulacan,29557,Junior,Male
Software Development,R,29,Quirino,48680,Mid Level,Male
Web Development,HTML/CSS,30,Dinagat Islands,53487,Mid Level,Female
Web Development,Swift,30,Maguindanao del Sur,48006,Mid Level,Male
Software Development,Java,26,Sultan Kudarat,89536,Senior,Male
Technology Sales,Java,30,Catanduanes,44690,Mid Level,Male
Software Development,Ruby,29,Romblon,67877,Mid Level,Female
Cloud Engineering,PHP,39,Eastern Samar,78202,Senior,Female
Cloud Engineering,R,43,Tarlac,88604,Senior,Male
IT Sales Executive,JavaScript,32,South Cotabato,30453,Junior,Male
Technology Sales,C++,30,Sulu,29884,Junior,Nonbinary
Web Development,Ruby,30,Cotabato,39718,Junior,Male
Network Engineering,Ruby,41,Ilocos Norte,38333,Junior,Female
Technology Sales,HTML/CSS,30,Leyte,30104,Junior,Male
Network Engineering,JavaScript,37,Catanduanes,38056,Junior,Male
Software Development,Ruby,34,Rizal,48217,Mid Level,Female
Software Development,Python,28,Lanao del Sur,68194,Mid Level,Female
Technology Sales,JavaScript,30,Pangasinan,46892,Mid Level,Male
IT Analysis,HTML/CSS,40,Agusan del Sur,45301,Mid Level,Male
Technology Sales,HTML/CSS,30,Iloilo,31383,Junior,Male
Computer Support,Java,30,Nueva Ecija,31766,Junior,Nonbinary
Helpdesk Manager,JavaScript,63,Kalinga,66434,Mid Level,Male
Web Development,C++,30,Bohol,45392,Mid Level,Nonbinary
IT Analysis,JavaScript,43,Tarlac,49858,Mid Level,Female
Computer Support,C++,30,Antique,34389,Junior,Female
Network Engineering,Java,42,Oriental Mindoro,79858,Senior,Male
Network Engineering,SQL,40,Cotabato,71007,Senior,Male
Web Development,Java,30,Pangasinan,43190,Mid Level,Male
Computer Support,JavaScript,30,Iloilo,27731,Junior,Female
Technology Sales,Java,30,Sarangani,21813,Junior,Female
Web Development,Python,30,Antique,47926,Mid Level,Nonbinary
Software Development,Java,28,Siquijor,42037,Mid Level,Male
Network Engineering,JavaScript,41,Cagayan,49120,Mid Level,Female
Web Development,JavaScript,30,Southern Leyte,54014,Mid Level,Male
IT Analysis,PHP,37,Occidental Mindoro,43706,Mid Level,Male
Web Designer,Java,19,Mountain Province,36524,Junior,Male
Information Security,R,59,Batangas,67825,Mid Level,Female
Software Development,JavaScript,32,Agusan del Norte,48053,Mid Level,Male
Computer Support,Java,30,Surigao del Norte,18841,Entry Level,Female
Information Security,JavaScript,60,Sultan Kudarat,59152,Mid Level,Nonbinary
Computer Support,JavaScript,30,Agusan del Norte,22426,Junior,Female
Information Security,JavaScript,61,Palawan,58461,Mid Level,Male
Web Designer,JavaScript,20,Ilocos Sur,27963,Junior,Male
Technology Sales,Java,30,Pangasinan,46613,Mid Level,Male
Computer Support,HTML/CSS,30,Misamis Occidental,21919,Junior,Female
Computer Support,C++,30,Agusan del Sur,27123,Junior,Female
Technology Sales,Java,30,Bohol,29563,Junior,Male
IT Analysis,C++,39,Aurora,56611,Mid Level,Male
Computer Support,Python,30,Davao del Sur,25108,Junior,Male
Software Development,JavaScript,29,Davao Occidental,45592,Mid Level,Male
Information Security,JavaScript,58,Negros Oriental,109406,Executive,Female
Web Development,Python,30,Quezon,42618,Mid Level,Nonbinary
IT Sales Executive,Java,26,Negros Oriental,37118,Junior,Male
Computer Support,HTML/CSS,30,Davao del Sur,27831,Junior,Male
IT Sales Executive,JavaScript,34,Samar,50245,Mid Level,Male
Web Development,Ruby,30,Zamboanga del Sur,36231,Junior,Female
Helpdesk Manager,HTML/CSS,52,Ifugao,58702,Mid Level,Male
Network Engineering,Java,39,Palawan,50472,Mid Level,Male
Cloud Engineering,Java,41,Davao de Oro,58995,Mid Level,Female
Web Designer,PHP,24,Davao del Sur,49009,Mid Level,Male
Web Development,Swift,30,Bukidnon,28991,Junior,Male
Web Designer,Ruby,24,Northern Samar,35592,Junior,Nonbinary
Technology Sales,Ruby,30,Ilocos Norte,46729,Mid Level,Male
Technology Sales,Python,30,Cotabato,21924,Junior,Male
Web Development,Python,30,Oriental Mindoro,49235,Mid Level,Male
Database Administration,PHP,58,La Union,42059,Mid Level,Male
IT Analysis,JavaScript,39,Pampanga,49577,Mid Level,Male
Database Administration,R,53,Ifugao,65192,Mid Level,Male
Database Administration,HTML/CSS,48,Davao Oriental,45992,Mid Level,Male
Software Development,R,28,Lanao del Norte,74829,Senior,Female
Cloud Engineering,Ruby,42,Isabela,106913,Executive,Nonbinary
Technology Sales,PHP,30,Leyte,33134,Junior,Female
Web Development,Java,30,Sarangani,29690,Junior,Male
Web Development,C++,30,Cebu,27911,Junior,Male
IT Analysis,Python,35,Kalinga,44096,Mid Level,Male
Computer Support,Ruby,30,Sarangani,36467,Junior,Female
Web Development,Java,30,Aurora,56590,Mid Level,Male
Web Development,Java,30,Zamboanga Sibugay,40413,Mid Level,Male
Web Designer,JavaScript,24,Marinduque,51376,Mid Level,Female
Database Administration,JavaScript,48,Guimaras,82277,Senior,Female
Web Development,Java,30,Palawan,31766,Junior,Male
Network Engineering,JavaScript,40,Zamboanga Sibugay,80965,Senior,Female
Computer Support,Ruby,30,Davao Occidental,23762,Junior,Male
Technology Sales,JavaScript,30,Quirino,39957,Junior,Male
Network Engineering,R,38,Dinagat Islands,42781,Mid Level,Male
Information Security,JavaScript,50,Palawan,89469,Senior,Male
Technology Sales,JavaScript,30,Bukidnon,34781,Junior,Male
Web Designer,SQL,22,South Cotabato,24201,Junior,Female
Helpdesk Manager,Java,60,Surigao del Sur,54613,Mid Level,Male
Network Engineering,JavaScript,43,Sultan Kudarat,67146,Mid Level,Nonbinary
Database Administration,Swift,60,Laguna,45862,Mid Level,Female
Network Engineering,Python,44,Albay,50400,Mid Level,Male
IT Analysis,PHP,43,Kalinga,56312,Mid Level,Female
Technology Sales,Python,30,Agusan del Norte,30199,Junior,Female
Computer Support,Java,30,Siquijor,20704,Junior,Female
Information Security,HTML/CSS,48,Romblon,114943,Executive,Female
Database Administration,SQL,58,Dinagat Islands,40254,Mid Level,Male
IT Analysis,Swift,38,Dinagat Islands,50250,Mid Level,Male
Web Designer,SQL,21,Maguindanao del Norte,28151,Junior,Male
IT Sales Executive,Java,32,Southern Leyte,60141,Mid Level,Male
Software Development,HTML/CSS,34,Ifugao,49321,Mid Level,Male
Database Administration,Java,48,Sarangani,49683,Mid Level,Nonbinary
Cloud Engineering,PHP,36,Negros Occidental,115026,Executive,Female
Computer Support,Python,30,Catanduanes,23766,Junior,Female
Software Development,PHP,26,Palawan,75333,Senior,Male
Computer Support,Python,30,Pangasinan,26354,Junior,Male
Software Development,Ruby,25,Surigao del Sur,64051,Mid Level,Male
Web Development,C++,30,Tawi-Tawi,51745,Mid Level,Female
Helpdesk Manager,Ruby,60,Pangasinan,48524,Mid Level,Male
IT Sales Executive,R,30,Aklan,62867,Mid Level,Male
Computer Support,JavaScript,30,Camarines Sur,32962,Junior,Male
Information Security,C++,49,Palawan,96227,Senior,Male
Web Designer,Java,22,Sarangani,42328,Mid Level,Female
Information Security,JavaScript,50,Davao Occidental,72265,Senior,Male
Cloud Engineering,JavaScript,40,Bataan,119501,Executive,Nonbinary
Network Engineering,HTML/CSS,37,Surigao del Norte,88980,Senior,Female
Technology Sales,Ruby,30,Siquijor,20489,Junior,Female
Web Development,JavaScript,30,Surigao del Norte,39319,Junior,Female
IT Analysis,JavaScript,38,Bukidnon,59458,Mid Level,Male
Software Development,JavaScript,25,Negros Occidental,79505,Senior,Male
Technology Sales,Java,30,Tawi-Tawi,32971,Junior,Male
Information Security,Python,48,Quezon,85121,Senior,Nonbinary
Information Security,JavaScript,45,Biliran,80986,Senior,Male
Network Engineering,R,39,Surigao del Norte,82840,Senior,Nonbinary
Cloud Engineering,JavaScript,42,Surigao del Norte,87121,Senior,Male
Web Designer,Swift,22,Bukidnon,24801,Junior,Female
Technology Sales,JavaScript,30,Zambales,43904,Mid Level,Male
Cloud Engineering,Python,44,Agusan del Sur,59399,Mid Level,Female
Software Development,C++,26,Davao Oriental,63421,Mid Level,Male
Network Engineering,R,40,Biliran,71777,Senior,Male
IT Sales Executive,Python,25,Kalinga,66303,Mid Level,Male
IT Analysis,Swift,41,Bukidnon,45844,Mid Level,Female
Computer Support,HTML/CSS,30,Batanes,32777,Junior,Male
Cloud Engineering,Java,38,Abra,109535,Executive,Female
Technology Sales,Java,30,Marinduque,36152,Junior,Nonbinary
Cloud Engineering,SQL,39,Negros Occidental,59291,Mid Level,Female
Helpdesk Manager,R,50,Zamboanga del Norte,50471,Mid Level,Male
Computer Support,Swift,30,Antique,20201,Junior,Female
Helpdesk Manager,Java,55,Negros Occidental,60104,Mid Level,Male
Technology Sales,Swift,30,Laguna,32833,Junior,Female
Information Security,PHP,45,Marinduque,102345,Executive,Male
Network Engineering,JavaScript,43,Dinagat Islands,87020,Senior,Male
IT Sales Executive,Java,34,Camarines Norte,64746,Mid Level,Female
Computer Support,HTML/CSS,30,Davao Occidental,28386,Junior,Male
Information Security,Java,64,Guimaras,116140,Executive,Male
Software Development,Python,32,Cotabato,95395,Senior,Female
Software Development,JavaScript,29,Maguindanao del Norte,96137,Senior,Nonbinary
Software Development,JavaScript,32,Eastern Samar,91139,Senior,Male
Computer Support,Swift,30,Oriental Mindoro,31693,Junior,Male
Web Development,JavaScript,30,Leyte,52679,Mid Level,Female
Web Development,Python,30,Southern Leyte,34275,Junior,Male
Software Development,Java,25,Sarangani,64122,Mid Level,Male
Web Development,R,30,Sorsogon,38659,Junior,Male
IT Analysis,Swift,42,Siquijor,50372,Mid Level,Female
IT Sales Executive,JavaScript,28,Agusan del Norte,31003,Junior,Female
Computer Support,Java,30,Aurora,39585,Junior,Female
Web Designer,Ruby,19,Misamis Oriental,26002,Junior,Male
Software Development,Java,30,Cavite,74258,Senior,Male
Cloud Engineering,Java,36,Tarlac,42269,Mid Level,Nonbinary
Web Development,R,30,Sorsogon,46153,Mid Level,Male
Computer Support,Python,30,Negros Oriental,25290,Junior,Female
Software Development,JavaScript,29,La Union,75368,Senior,Male
Cloud Engineering,SQL,36,Palawan,93164,Senior,Nonbinary
Software Development,Java,27,Quirino,87344,Senior,Male
Computer Support,C++,30,Albay,30939,Junior,Male
Software Development,Ruby,30,Isabela,47951,Mid Level,Male
Software Development,JavaScript,25,Albay,59973,Mid Level,Male
Network Engineering,Swift,40,Sorsogon,80500,Senior,Male
Software Development,Java,27,Northern Samar,79509,Senior,Male
Cloud Engineering,JavaScript,41,Dinagat Islands,99084,Senior,Female
Network Engineering,C++,36,Occidental Mindoro,44429,Mid Level,Male
Computer Support,Python,30,Agusan del Sur,22027,Junior,Male
Information Security,Ruby,58,Sulu,81786,Senior,Male
Computer Support,C++,30,Benguet,20657,Junior,Female
Technology Sales,Python,30,Zamboanga del Sur,45225,Mid Level,Female
Technology Sales,C++,30,Nueva Ecija,28905,Junior,Male
Computer Support,JavaScript,30,Zamboanga del Sur,29696,Junior,Nonbinary
Web Development,PHP,30,Aklan,51612,Mid Level,Nonbinary
Computer Support,Ruby,30,Zamboanga Sibugay,34715,Junior,Male
Software Development,R,30,Marinduque,92443,Senior,Male
IT Sales Executive,HTML/CSS,32,Benguet,42586,Mid Level,Male
Computer Support,HTML/CSS,30,Negros Occidental,19351,Entry Level,Male
IT Sales Executive,JavaScript,25,Zamboanga del Sur,32586,Junior,Male
Database Administration,R,55,Agusan del Norte,41591,Mid Level,Nonbinary
Web Development,HTML/CSS,30,Maguindanao del Sur,36311,Junior,Nonbinary
Computer Support,Java,30,Occidental Mindoro,25756,Junior,Male
Information Security,JavaScript,49,Agusan del Norte,106440,Executive,Male
Software Development,JavaScript,29,Romblon,59732,Mid Level,Nonbinary
Software Development,JavaScript,29,Cagayan,81050,Senior,Male
Computer Support,Ruby,30,Tawi-Tawi,35266,Junior,Female
Computer Support,Python,30,Bataan,25215,Junior,Female
Technology Sales,JavaScript,30,Sultan Kudarat,29313,Junior,Female
Web Development,HTML/CSS,30,Agusan del Norte,54910,Mid Level,Male
IT Analysis,Ruby,40,Bulacan,42839,Mid Level,Male
Web Development,JavaScript,30,Iloilo,43249,Mid Level,Male
Software Development,JavaScript,26,Camarines Sur,45414,Mid Level,Female
IT Sales Executive,Ruby,30,Cebu,40887,Mid Level,Male
Technology Sales,R,30,La Union,47469,Mid Level,Male
IT Sales Executive,Python,28,Sorsogon,58698,Mid Level,Male
Web Development,Java,30,Bukidnon,47357,Mid Level,Female
Information Security,Python,53,Marinduque,70958,Senior,Female
IT Analysis,HTML/CSS,42,Ifugao,47333,Mid Level,Female
Network Engineering,Java,37,Bukidnon,45615,Mid Level,Male
Web Designer,JavaScript,19,Camiguin,28840,Junior,Male
Network Engineering,JavaScript,38,Misamis Occidental,48938,Mid Level,Female
Web Development,Ruby,30,South Cotabato,45793,Mid Level,Male
Network Engineering,Java,35,Batangas,48321,Mid Level,Female
Computer Support,Java,30,Bohol,31733,Junior,Male
Helpdesk Manager,HTML/CSS,60,Surigao del Sur,58131,Mid Level,Male
Information Security,Python,63,Bulacan,79723,Senior,Female
Technology Sales,SQL,30,Agusan del Sur,40083,Mid Level,Male
Network Engineering,JavaScript,44,Biliran,80080,Senior,Female
Network Engineering,C++,42,Dinagat Islands,57520,Mid Level,Male
Computer Support,R,30,Rizal,34563,Junior,Female
Software Development,JavaScript,31,Tarlac,80004,Senior,Male
IT Analysis,Swift,35,Zambales,57118,Mid Level,Male
Software Development,C++,34,South Cotabato,57404,Mid Level,Male
Cloud Engineering,JavaScript,39,Pangasinan,96503,Senior,Male
Software Development,JavaScript,34,Negros Oriental,72370,Senior,Male
Database Administration,Java,53,Benguet,76131,Senior,Female
Database Administration,HTML/CSS,56,Quezon,65086,Mid Level,Male
Computer Support,JavaScript,30,Iloilo,27535,Junior,Male
Software Development,Python,30,Marinduque,61686,Mid Level,Female
Web Development,JavaScript,30,Rizal,38534,Junior,Male
Information Security,Java,52,Camarines Norte,93900,Senior,Male
Web Development,Ruby,30,Palawan,54697,Mid Level,Nonbinary
Computer Support,PHP,30,Zambales,23333,Junior,Female
Network Engineering,Ruby,44,Marinduque,69021,Mid Level,Male
Computer Support,JavaScript,30,Isabela,32791,Junior,Male
Software Development,Swift,25,Bukidnon,46742,Mid Level,Female
Web Development,PHP,30,Masbate,36233,Junior,Female
Computer Support,Python,30,Maguindanao del Norte,36175,Junior,Male
Information Security,Python,54,Basilan,127098,Executive,Female
Computer Support,PHP,30,Capiz,35712,Junior,Female
Web Development,Java,30,Occidental Mindoro,30461,Junior,Nonbinary
Software Development,JavaScript,31,Pampanga,67751,Mid Level,Female
Computer Support,Java,30,Quezon,27085,Junior,Male
Cloud Engineering,HTML/CSS,37,Bukidnon,101519,Executive,Male
Computer Support,JavaScript,30,Misamis Occidental,35464,Junior,Male
IT Analysis,R,43,Masbate,52273,Mid Level,Male
Software Development,Python,30,Pampanga,76505,Senior,Nonbinary
Web Development,HTML/CSS,30,Batangas,50077,Mid Level,Female
Computer Support,JavaScript,30,Camarines Norte,33013,Junior,Nonbinary
Web Development,JavaScript,30,Sorsogon,38197,Junior,Male
Web Development,C++,30,Southern Leyte,38893,Junior,Male
Cloud Engineering,HTML/CSS,39,Davao de Oro,85102,Senior,Female
Web Development,Python,30,Catanduanes,40379,Mid Level,Male
Software Development,JavaScript,32,Nueva Vizcaya,54744,Mid Level,Male
Helpdesk Manager,C++,63,Marinduque,54066,Mid Level,Male
Technology Sales,PHP,30,Kalinga,50877,Mid Level,Female
IT Sales Executive,Swift,26,Isabela,65520,Mid Level,Male
Technology Sales,Python,30,Aurora,48184,Mid Level,Female
Web Designer,Swift,24,Quirino,33158,Junior,Nonbinary
Computer Support,SQL,30,Antique,26538,Junior,Male
Software Development,Ruby,26,Camarines Norte,95757,Senior,Male
Information Security,HTML/CSS,58,Abra,83991,Senior,Female
Technology Sales,JavaScript,30,Camiguin,23524,Junior,Nonbinary
Network Engineering,Python,39,Basilan,56702,Mid Level,Nonbinary
Software Development,SQL,34,Camarines Norte,95889,Senior,Male
Computer Support,PHP,30,Negros Occidental,35886,Junior,Male
IT Analysis,Ruby,41,Apayao,44364,Mid Level,Male
Software Development,JavaScript,32,Camiguin,80247,Senior,Female
Network Engineering,Java,44,Masbate,53097,Mid Level,Nonbinary
Web Designer,Ruby,24,Davao del Norte,43029,Mid Level,Male
Software Development,Python,32,Aklan,37471,Junior,Male
IT Sales Executive,C++,32,Cebu,59798,Mid Level,Male
Software Development,HTML/CSS,34,Oriental Mindoro,76642,Senior,Male
Web Development,Swift,30,Kalinga,43227,Mid Level,Nonbinary
